# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Wed Sep 18 14:47:08 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i> + 2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Jmag    Hmag    Ksmag
0.0019443 -0.90000 10.00000 0.8853249550 2.4452895941    0.855  2.926  3.6090  0.832    3  0.000  0.484    28.03    18.16    12.24     9.60     7.80  2 -4.34e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -2.544 2.181 -0.861 -2.139 -2.585 -2.859 -4.171 -4.936 -5.085
0.0019443 -0.90000 10.00000 0.8853389621 2.4452934741    0.852  2.968  3.6055  0.774    3  0.000  0.484    31.64    20.15    13.52    10.62     8.63  2 -5.13e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -2.651 2.228 -0.904 -2.215 -2.677 -2.960 -4.285 -5.061 -5.216
0.0019443 -0.90000 10.00000 0.8853520751 2.4452971064    0.850  3.011  3.6022  0.717    3  0.000  0.484    35.70    22.35    14.92    11.74     9.54  2 -6.06e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -2.758 2.271 -0.949 -2.294 -2.770 -3.062 -4.398 -5.186 -5.346
0.0019443 -0.90000 10.00000 0.8853647709 2.4453006229    0.846  3.055  3.5986  0.657    3  0.000  0.484    40.48    24.88    16.53    13.03    10.59  1  -7.2e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -2.868 2.322 -0.990 -2.371 -2.863 -3.165 -4.515 -5.315 -5.480
0.0019443 -0.90000 10.00000 0.8853757977 2.4453036771    0.843  3.096  3.5952  0.601    3  0.000  0.484    45.54    27.51    18.19    14.37    11.67  1 -8.46e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -2.970 2.375 -1.023 -2.439 -2.948 -3.260 -4.623 -5.435 -5.605
0.0019443 -0.90000 10.00000 0.8853865266 2.4453066486    0.839  3.138  3.5918  0.543    3  0.000  0.484    51.40    30.51    20.08    15.89    12.91  1 -9.99e-09      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -3.076 2.426 -1.060 -2.511 -3.037 -3.359 -4.734 -5.558 -5.734
0.0019443 -0.90000 10.00000 0.8853966594 2.4453094550    0.835  3.181  3.5884  0.484    3  0.000  0.484    58.09    33.86    22.18    17.58    14.29  1 -1.18e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -3.182 2.481 -1.091 -2.580 -3.125 -3.458 -4.846 -5.681 -5.863
0.0019443 -0.90000 10.00000 0.8854059577 2.4453120302    0.830  3.222  3.5848  0.427    3  0.000  0.484    65.54    37.54    24.47    19.43    15.79  1 -1.39e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -3.285 2.546 -1.112 -2.642 -3.208 -3.554 -4.956 -5.802 -5.990
0.0019443 -0.90000 10.00000 0.8854144812 2.4453143908    0.825  3.262  3.5814  0.370    3  0.000  0.484    73.74    41.50    26.93    21.41    17.41  1 -1.63e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -3.384 2.610 -1.130 -2.701 -3.288 -3.646 -5.061 -5.919 -6.113
0.0019443 -0.90000 10.00000 0.8854224682 2.4453166027    0.819  3.301  3.5780  0.315    3  0.000  0.484    82.81    45.79    29.58    23.56    19.16  1 -1.91e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.265e-04 8.449e-04 -1.000 1.891e-03 -3.481 2.669 -1.143 -2.752 -3.365 -3.736 -5.165 -6.033 -6.233
0.0019443 -0.90000 10.00000 0.8854303360 2.4453187816    0.813  3.339  3.5747  0.260    3  0.000  0.484    92.82    50.44    32.43    25.88    21.05  1 -2.24e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.266e-04 8.449e-04 -1.000 1.891e-03 -3.576 2.722 -1.154 -2.800 -3.439 -3.824 -5.266 -6.144 -6.350
0.0019443 -0.90000 10.00000 0.8854321241 2.4453192768    0.811  3.346  3.5739  0.249    3  0.000  0.484    95.04    51.47    33.06    26.39    21.47  1 -2.32e-08      0.00 7.359e-01 2.622e-01 3.067e-04 1.266e-04 8.449e-04 -1.000 1.891e-03 -3.596 2.734 -1.156 -2.809 -3.453 -3.842 -5.287 -6.167 -6.374
0.0019443 -0.90000 10.00000 0.8854321241 2.4453192768    0.811  1.746  3.7232  2.446    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.097e-04 8.464e-04 -1.000 1.886e-03 0.404 2.133 0.908 0.386 0.206 0.125 -0.856 -1.280 -1.346
0.0019443 -0.90000 10.00000 0.8854975104 2.4453373828    0.811  1.761  3.7221  2.426    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.097e-04 8.464e-04 -1.000 1.886e-03 0.366 2.110 0.876 0.350 0.167 0.085 -0.898 -1.325 -1.391
0.0019443 -0.90000 10.00000 0.8855620623 2.4453552547    0.811  1.765  3.7219  2.422    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.097e-04 8.464e-04 -1.000 1.886e-03 0.358 2.104 0.869 0.341 0.159 0.076 -0.908 -1.335 -1.401
0.0019443 -0.90000 10.00000 0.8856274486 2.4453733546    0.811  1.767  3.7220  2.421    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.097e-04 8.465e-04 -1.000 1.886e-03 0.353 2.099 0.864 0.337 0.154 0.072 -0.912 -1.339 -1.405
0.0019443 -0.90000 10.00000 0.8856946826 2.4453919627    0.811  1.767  3.7223  2.421    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.097e-04 8.465e-04 -1.000 1.886e-03 0.352 2.094 0.861 0.335 0.153 0.071 -0.913 -1.339 -1.405
0.0019443 -0.90000 10.00000 0.8857620358 2.4454106006    0.812  1.767  3.7228  2.423    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.886e-03 0.353 2.090 0.859 0.335 0.154 0.072 -0.910 -1.335 -1.401
0.0019443 -0.90000 10.00000 0.8858299851 2.4454294002    0.812  1.766  3.7233  2.427    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.886e-03 0.355 2.086 0.858 0.336 0.156 0.076 -0.905 -1.329 -1.394
0.0019443 -0.90000 10.00000 0.8858975768 2.4454480975    0.812  1.765  3.7240  2.430    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.886e-03 0.358 2.082 0.858 0.339 0.160 0.080 -0.900 -1.322 -1.387
0.0019443 -0.90000 10.00000 0.8859639764 2.4454664618    0.812  1.764  3.7246  2.434    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.887e-03 0.361 2.078 0.858 0.341 0.163 0.084 -0.894 -1.315 -1.380
0.0019443 -0.90000 10.00000 0.8860294819 2.4454845758    0.812  1.763  3.7252  2.438    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.887e-03 0.364 2.074 0.858 0.343 0.166 0.088 -0.889 -1.308 -1.373
0.0019443 -0.90000 10.00000 0.8860991001 2.4455038237    0.812  1.762  3.7258  2.441    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.222e-04 1.098e-04 8.465e-04 -1.000 1.887e-03 0.366 2.071 0.857 0.345 0.169 0.092 -0.884 -1.302 -1.366
0.0019443 -0.90000 10.00000 0.8861695528 2.4455232987    0.812  1.761  3.7263  2.444    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.609e-01 3.221e-04 1.098e-04 8.466e-04 -1.000 1.887e-03 0.368 2.066 0.856 0.347 0.172 0.095 -0.880 -1.296 -1.360
0.0019443 -0.90000 10.00000 0.8862382174 2.4455422760    0.812  1.760  3.7269  2.447    4  0.000  0.508     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.610e-01 3.221e-04 1.098e-04 8.466e-04 -1.000 1.887e-03 0.370 2.063 0.856 0.348 0.174 0.098 -0.876 -1.290 -1.354
0.0019443 -0.90000 10.00000 0.8863055110 2.4455608712    0.812  1.759  3.7273  2.450    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.887e-03 0.372 2.059 0.855 0.349 0.176 0.100 -0.872 -1.286 -1.349
0.0019443 -0.90000 10.00000 0.8863711357 2.4455790020    0.812  1.759  3.7277  2.452    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.373 2.055 0.854 0.349 0.177 0.102 -0.870 -1.282 -1.346
0.0019443 -0.90000 10.00000 0.8863784075 2.4455810109    0.812  1.759  3.7278  2.452    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.373 2.055 0.853 0.349 0.177 0.102 -0.870 -1.282 -1.345
0.0019443 -0.90000 10.00000 0.8864365816 2.4455970804    0.812  1.759  3.7281  2.453    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.373 2.052 0.852 0.349 0.177 0.103 -0.868 -1.280 -1.343
0.0019443 -0.90000 10.00000 0.8865063787 2.4456163573    0.812  1.759  3.7283  2.454    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.373 2.049 0.851 0.349 0.177 0.103 -0.867 -1.278 -1.341
0.0019443 -0.90000 10.00000 0.8865734935 2.4456348902    0.812  1.759  3.7285  2.455    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.372 2.046 0.849 0.348 0.177 0.103 -0.867 -1.278 -1.341
0.0019443 -0.90000 10.00000 0.8866400123 2.4456532553    0.812  1.760  3.7287  2.455    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.371 2.044 0.847 0.346 0.175 0.102 -0.868 -1.278 -1.341
0.0019443 -0.90000 10.00000 0.8867110610 2.4456728675    0.813  1.761  3.7287  2.454    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.466e-04 -1.000 1.888e-03 0.368 2.041 0.844 0.344 0.173 0.099 -0.870 -1.280 -1.343
0.0019443 -0.90000 10.00000 0.8867807388 2.4456920978    0.813  1.762  3.7286  2.452    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.099e-04 8.467e-04 -1.000 1.888e-03 0.365 2.038 0.841 0.341 0.170 0.096 -0.874 -1.284 -1.347
0.0019443 -0.90000 10.00000 0.8868531585 2.4457120811    0.813  1.764  3.7285  2.450    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.360 2.036 0.838 0.336 0.165 0.091 -0.879 -1.290 -1.353
0.0019443 -0.90000 10.00000 0.8868600726 2.4457139888    0.813  1.764  3.7284  2.450    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.360 2.036 0.837 0.336 0.164 0.090 -0.880 -1.290 -1.353
0.0019443 -0.90000 10.00000 0.8869183064 2.4457300547    0.813  1.766  3.7282  2.447    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.355 2.034 0.833 0.331 0.159 0.085 -0.885 -1.296 -1.360
0.0019443 -0.90000 10.00000 0.8869847059 2.4457483705    0.813  1.769  3.7279  2.443    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.349 2.031 0.829 0.325 0.153 0.078 -0.893 -1.305 -1.369
0.0019443 -0.90000 10.00000 0.8870478868 2.4457657955    0.813  1.771  3.7275  2.439    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.342 2.029 0.824 0.319 0.146 0.070 -0.902 -1.315 -1.378
0.0019443 -0.90000 10.00000 0.8871107697 2.4457831355    0.813  1.774  3.7270  2.434    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.334 2.026 0.818 0.311 0.137 0.061 -0.912 -1.326 -1.389
0.0019443 -0.90000 10.00000 0.8871744871 2.4458007027    0.813  1.779  3.7264  2.427    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.323 2.023 0.811 0.301 0.127 0.050 -0.924 -1.340 -1.404
0.0019443 -0.90000 10.00000 0.8872374296 2.4458180534    0.813  1.783  3.7257  2.420    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.889e-03 0.313 2.020 0.804 0.291 0.115 0.038 -0.938 -1.355 -1.419
0.0019443 -0.90000 10.00000 0.8872999549 2.4458352863    0.813  1.788  3.7251  2.413    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.610e-01 3.221e-04 1.100e-04 8.467e-04 -1.000 1.890e-03 0.301 2.016 0.795 0.280 0.103 0.025 -0.952 -1.371 -1.436
0.0019443 -0.90000 10.00000 0.8873632550 2.4458527299    0.813  1.790  3.7248  2.410    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.371e-01 2.611e-01 3.221e-04 1.100e-04 8.468e-04 -1.000 1.890e-03 0.295 2.014 0.791 0.275 0.097 0.019 -0.959 -1.379 -1.443
0.0019443 -0.90000 10.00000 0.8874320388 2.4458716814    0.813  1.797  3.7237  2.398    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.221e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 0.277 2.008 0.778 0.257 0.078 -0.002 -0.982 -1.404 -1.469
0.0019443 -0.90000 10.00000 0.8874945045 2.4458888892    0.813  1.806  3.7224  2.384    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 0.254 2.000 0.762 0.236 0.054 -0.027 -1.010 -1.436 -1.501
0.0019443 -0.90000 10.00000 0.8875589371 2.4459066359    0.813  1.823  3.7202  2.359    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 0.213 1.986 0.733 0.198 0.012 -0.073 -1.060 -1.491 -1.558
0.0019443 -0.90000 10.00000 0.8876220584 2.4459240186    0.814  1.851  3.7165  2.315    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 0.141 1.963 0.681 0.130 -0.062 -0.151 -1.147 -1.589 -1.657
0.0019443 -0.90000 10.00000 0.8876657486 2.4459360486    0.814  1.888  3.7120  2.260    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 0.050 1.931 0.615 0.045 -0.155 -0.251 -1.258 -1.711 -1.781
0.0019443 -0.90000 10.00000 0.8876865506 2.4459417759    0.814  1.926  3.7075  2.205    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 -0.044 1.899 0.548 -0.042 -0.250 -0.352 -1.369 -1.835 -1.907
0.0019443 -0.90000 10.00000 0.8876963854 2.4459444835    0.814  1.965  3.7030  2.147    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 -0.143 1.866 0.477 -0.133 -0.350 -0.458 -1.486 -1.964 -2.038
0.0019443 -0.90000 10.00000 0.8877007365 2.4459456814    0.814  2.004  3.6987  2.091    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 -0.241 1.832 0.406 -0.223 -0.448 -0.562 -1.599 -2.090 -2.166
0.0019443 -0.90000 10.00000 0.8877029419 2.4459462886    0.814  2.041  3.6949  2.039    4  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.370e-01 2.611e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 1.890e-03 -0.333 1.801 0.340 -0.307 -0.539 -0.659 -1.706 -2.208 -2.285
0.0019443 -0.90000 10.00000 0.8877040744 2.4459466004    0.814  2.069  3.6920  1.999    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -9.14e-10      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.403 1.776 0.289 -0.371 -0.609 -0.733 -1.787 -2.297 -2.376
0.0019443 -0.90000 10.00000 0.8877043128 2.4459466660    0.814  2.076  3.6914  1.990    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -9.47e-10      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.419 1.771 0.277 -0.386 -0.625 -0.750 -1.805 -2.318 -2.396
0.0019443 -0.90000 10.00000 0.8877056241 2.4459470270    0.814  2.122  3.6870  1.926    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-09      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.536 1.738 0.193 -0.492 -0.739 -0.871 -1.938 -2.465 -2.545
0.0019443 -0.90000 10.00000 0.8877068758 2.4459473716    0.813  2.161  3.6834  1.872    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-09      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.634 1.720 0.124 -0.583 -0.836 -0.973 -2.050 -2.588 -2.670
0.0019443 -0.90000 10.00000 0.8877097964 2.4459481757    0.813  2.185  3.6813  1.840    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-09      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.693 1.712 0.082 -0.639 -0.896 -1.035 -2.118 -2.661 -2.743
0.0019443 -0.90000 10.00000 0.8877137303 2.4459492587    0.813  2.150  3.6845  1.888    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-09      0.00 7.370e-01 2.594e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.606 1.722 0.143 -0.557 -0.809 -0.944 -2.018 -2.553 -2.634
0.0019443 -0.90000 10.00000 0.8877547383 2.4459605474    0.811  2.161  3.6835  1.872    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.631 1.721 0.126 -0.581 -0.834 -0.971 -2.048 -2.585 -2.667
0.0019443 -0.90000 10.00000 0.8877822161 2.4459681109    0.809  2.204  3.6794  1.812    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.739 1.712 0.052 -0.683 -0.943 -1.084 -2.172 -2.720 -2.803
0.0019443 -0.90000 10.00000 0.8877992034 2.4459727866    0.808  2.241  3.6759  1.760    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.833 1.709 -0.010 -0.771 -1.036 -1.182 -2.279 -2.835 -2.920
0.0019443 -0.90000 10.00000 0.8878150582 2.4459771503    0.806  2.277  3.6725  1.709    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -3.01e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -0.924 1.708 -0.069 -0.856 -1.127 -1.277 -2.383 -2.946 -3.033
0.0019443 -0.90000 10.00000 0.8878329992 2.4459820880    0.804  2.316  3.6691  1.655    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.531e-03 -1.020 1.706 -0.132 -0.946 -1.223 -1.377 -2.492 -3.064 -3.152
0.0019443 -0.90000 10.00000 0.8878495693 2.4459866482    0.801  2.355  3.6656  1.601    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.530e-03 -1.118 1.710 -0.193 -1.035 -1.318 -1.478 -2.602 -3.182 -3.273
0.0019443 -0.90000 10.00000 0.8878645897 2.4459907817    0.798  2.394  3.6621  1.546    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -5.92e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.101e-04 8.468e-04 -1.000 3.529e-03 -1.216 1.717 -0.253 -1.124 -1.413 -1.577 -2.712 -3.300 -3.394
0.0019443 -0.90000 10.00000 0.8878781199 2.4459945050    0.795  2.433  3.6586  1.491    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -7.47e-09      0.00 7.370e-01 2.595e-01 3.220e-04 1.102e-04 8.468e-04 -1.000 3.474e-03 -1.314 1.728 -0.312 -1.212 -1.507 -1.676 -2.822 -3.418 -3.514
0.0019443 -0.90000 10.00000 0.8878905177 2.4459979166    0.791  2.473  3.6552  1.436    7  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-09      0.00 7.370e-01 2.595e-01 3.219e-04 1.102e-04 8.468e-04 -1.000 3.458e-03 -1.412 1.738 -0.370 -1.295 -1.599 -1.774 -2.931 -3.537 -3.637
0.0019443 -0.90000 10.00000 0.8879016042 2.4460009672    0.786  2.512  3.6517  1.381    7  0.000  0.507     8.58     6.60     4.64     3.60     2.91  3 -1.16e-08      0.00 7.370e-01 2.595e-01 3.217e-04 1.103e-04 8.468e-04 -1.000 3.453e-03 -1.510 1.747 -0.426 -1.377 -1.689 -1.871 -3.039 -3.656 -3.759
0.0019443 -0.90000 10.00000 0.8879115582 2.4460037062    0.782  2.550  3.6478  1.324    7  0.000  0.505     9.66     7.30     5.11     3.97     3.21  3 -1.45e-08      0.00 7.370e-01 2.596e-01 3.209e-04 1.107e-04 8.468e-04 -1.000 3.431e-03 -1.605 1.772 -0.475 -1.453 -1.776 -1.965 -3.146 -3.775 -3.882
0.0019443 -0.90000 10.00000 0.8879162669 2.4460050018    0.779  2.569  3.6454  1.294    7  0.000  0.504    10.29     7.70     5.38     4.19     3.39  3 -1.62e-08      0.00 7.370e-01 2.596e-01 3.203e-04 1.112e-04 8.469e-04 -1.000 3.426e-03 -1.654 1.798 -0.494 -1.489 -1.818 -2.012 -3.200 -3.838 -3.947
0.0019443 -0.90000 10.00000 0.8879250288 2.4460074126    0.773  2.607  3.6413  1.236    7  0.000  0.501    11.60     8.53     5.94     4.62     3.74  3 -2.04e-08      0.00 7.370e-01 2.596e-01 3.179e-04 1.134e-04 8.469e-04 -1.000 3.363e-03 -1.748 1.832 -0.538 -1.562 -1.902 -2.104 -3.306 -3.957 -4.070
0.0019443 -0.90000 10.00000 0.8879333138 2.4460096922    0.766  2.646  3.6332  1.161    7  0.000  0.495    13.57     9.75     6.74     5.26     4.26  2 -2.59e-08      0.00 7.370e-01 2.596e-01 3.146e-04 1.172e-04 8.469e-04 -1.000 3.357e-03 -1.845 1.975 -0.534 -1.612 -1.975 -2.193 -3.421 -4.101 -4.222
