# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Wed Sep 18 14:47:08 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: SDSS <i>ugriz</i> + 2MASS <i>JHK</i><sub>s</sub>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Jmag    Hmag    Ksmag
0.0019443 -0.90000 10.00000 0.8879413009 2.4460118897    0.757  2.685  3.6298  1.104    7  0.000  0.489    15.27    10.78     7.42     5.80     4.70  2 -3.25e-08      0.00 7.370e-01 2.597e-01 3.109e-04 1.217e-04 8.469e-04 -1.000 3.350e-03 -1.942 1.997 -0.585 -1.689 -2.061 -2.287 -3.526 -4.217 -4.342
0.0019443 -0.90000 10.00000 0.8879490495 2.4460140216    0.746  2.724  3.6263  1.044    7  0.000  0.484    17.26    11.96     8.19     6.42     5.20  2 -4.15e-08      0.00 7.369e-01 2.598e-01 3.073e-04 1.260e-04 8.470e-04 -1.000 3.315e-03 -2.040 2.032 -0.630 -1.763 -2.147 -2.380 -3.632 -4.335 -4.464
0.0019443 -0.90000 10.00000 0.8879563808 2.4460160387    0.733  2.762  3.6226  0.984    7  0.000  0.479    19.53    13.28     9.05     7.10     5.76  2 -5.28e-08      0.00 7.369e-01 2.598e-01 3.043e-04 1.297e-04 8.470e-04 -1.000 3.277e-03 -2.135 2.079 -0.670 -1.833 -2.229 -2.471 -3.736 -4.451 -4.584
0.0019443 -0.90000 10.00000 0.8879633546 2.4460179573    0.717  2.801  3.6189  0.921    7  0.000  0.475    22.21    14.79    10.02     7.89     6.39  2 -6.86e-08      0.00 7.368e-01 2.599e-01 3.017e-04 1.330e-04 8.471e-04 -1.000 3.341e-03 -2.231 2.139 -0.704 -1.902 -2.313 -2.563 -3.841 -4.569 -4.706
0.0019443 -0.90000 10.00000 0.8879700899 2.4460198103    0.697  2.840  3.6153  0.854    7  0.000  0.471    25.43    16.57    11.16     8.81     7.14  1 -9.14e-08      0.00 7.367e-01 2.600e-01 2.992e-04 1.362e-04 8.471e-04 -1.000 3.325e-03 -2.331 2.203 -0.739 -1.973 -2.398 -2.657 -3.948 -4.688 -4.831
0.0019443 -0.90000 10.00000 0.8879756331 2.4460213353    0.676  2.877  3.6121  0.791    7  0.000  0.468    28.91    18.43    12.35     9.77     7.92  1 -1.19e-07      0.00 7.367e-01 2.600e-01 2.972e-04 1.386e-04 8.471e-04 -1.000 3.264e-03 -2.423 2.257 -0.773 -2.040 -2.478 -2.746 -4.048 -4.799 -4.946
0.0019443 -0.90000 10.00000 0.8879795074 2.4460224012    0.655  2.911  3.6094  0.733    7  0.000  0.465    32.50    20.30    13.53    10.74     8.70  1 -1.54e-07      0.00 7.366e-01 2.601e-01 2.957e-04 1.404e-04 8.471e-04 -1.000 3.300e-03 -2.507 2.303 -0.806 -2.102 -2.551 -2.826 -4.138 -4.898 -5.049
0.0019443 -0.90000 10.00000 0.8879827857 2.4460233031    0.634  2.943  3.6071  0.678    7  0.000  0.463    36.35    22.25    14.76    11.74     9.52  1 -1.99e-07      0.00 7.366e-01 2.601e-01 2.945e-04 1.420e-04 8.471e-04 -1.000 3.305e-03 -2.587 2.343 -0.838 -2.161 -2.621 -2.902 -4.223 -4.990 -5.145
0.0019443 -0.90000 10.00000 0.8879859447 2.4460241721    0.607  2.979  3.6053  0.615    7  0.000  0.461    41.26    24.65    16.26    12.98    10.51  1 -2.72e-07      0.00 7.366e-01 2.602e-01 2.931e-04 1.437e-04 8.470e-04 -1.000 3.255e-03 -2.678 2.364 -0.888 -2.235 -2.705 -2.992 -4.320 -5.091 -5.249
0.0019443 -0.90000 10.00000 0.8879885674 2.4460248936    0.576  3.013  3.6066  0.563    7  0.000  0.460    45.67    26.69    17.52    14.03    11.36  1 -3.72e-07      0.00 7.365e-01 2.602e-01 2.920e-04 1.450e-04 8.469e-04 -1.000 3.255e-03 -2.763 2.296 -0.977 -2.328 -2.796 -3.080 -4.405 -5.170 -5.328
0.0019443 -0.90000 10.00000 0.8879904747 2.4460254183    0.545  3.039  3.6183  0.560    7  0.000  0.458    45.53    26.46    17.36    13.92    11.27  1  -4.9e-07      0.00 7.365e-01 2.603e-01 2.913e-04 1.459e-04 8.469e-04 -1.000 3.256e-03 -2.827 1.906 -1.204 -2.483 -2.911 -3.169 -4.455 -5.173 -5.317
0.0019443 -0.90000 10.00000 0.8879913092 2.4460256479    0.516  3.050  3.6306  0.576    7  0.000  0.458    43.64    25.38    16.66    13.38    10.83  1 -5.52e-07      0.00 7.365e-01 2.603e-01 2.909e-04 1.464e-04 8.468e-04 -1.000 3.257e-03 -2.854 1.525 -1.394 -2.597 -2.987 -3.218 -4.462 -5.133 -5.264
0.0019443 -0.90000 10.00000 1.0981452465 2.4913677119    0.544 -9.999  3.6628  7.951    9  0.544  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.239e-01 2.742e-01 2.714e-04 1.964e-04 8.632e-04 -1.000 1.919e-03 29.767 32.737 30.760 29.843 29.524 29.359 28.278 27.757 27.641
#isochrone terminated
